test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Klhl40	Klhl40	Klhl40	chr9:121777606-121783819	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klhl41	Klhl41	Klhl41	chr2:69670119-69684239	SQ	IV	NOTEST	0.0169639	0.0141998	-0.256599	0	1	1	no
Klk1	Klk1	Klk1	chr7:44225359-44229622	SQ	IV	NOTEST	0	0.0232138	inf	0	1	1	no
Klk10	Klk10	Klk10	chr7:43781053-43785410	SQ	IV	NOTEST	0.0193349	0	NA	0	1	1	no
Klk11	Klk11	Klk11	chr7:43774616-43779262	SQ	IV	NOTEST	0.0353515	0.187296	2.40548	0	1	1	no
Klk12	Klk12	Klk12	chr7:43769099-43773481	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klk13	Klk13	Klk13	chr7:43712566-43726758	SQ	IV	NOTEST	0.0268127	0	NA	0	1	1	no
Klk14	Klk14	Klk14	chr7:43690417-43695536	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klk15	Klk15	Klk15	chr7:43933770-43939590	SQ	IV	NOTEST	0	0.117997	inf	0	1	1	no
Klk1b1	Klk1b1	Klk1b1	chr7:43966750-43971318	SQ	IV	NOTEST	0	0.122947	inf	0	1	1	no
Klk1b11	Klk1b11	Klk1b11	chr7:43995876-43999875	SQ	IV	NOTEST	0.0337192	0	NA	0	1	1	no
Klk1b16	Klk1b16	Klk1b16	chr7:44137289-44141610	SQ	IV	NOTEST	0	0.0250809	inf	0	1	1	no
Klk1b21	Klk1b21	Klk1b21	chr7:44102291-44106583	SQ	IV	NOTEST	0	0.0470979	inf	0	1	1	no
Klk1b22	Klk1b22	Klk1b22	chr7:44112672-44116922	SQ	IV	NOTEST	0	0.024837	inf	0	1	1	no
Klk1b24	Klk1b24	Klk1b24	chr7:44188235-44192451	SQ	IV	NOTEST	0	0.0965348	inf	0	1	1	no
Klk1b26	Klk1b26	Klk1b26	chr7:44012677-44016969	SQ	IV	NOTEST	0	0.000536336	inf	0	1	1	no
Klk1b3	Klk1b3	Klk1b3	chr7:44198190-44202351	SQ	IV	NOTEST	0	0.0478426	inf	0	1	1	no
Klk1b4	Klk1b4	Klk1b4	chr7:44207432-44211754	SQ	IV	NOTEST	0	0.050764	inf	0	1	1	no
Klk1b5	Klk1b5	Klk1b5	chr7:44216473-44220703	SQ	IV	NOTEST	0	0.0245732	inf	0	1	1	no
Klk1b7-ps	Klk1b7-ps	Klk1b7-ps	chr7:43945011-43945927	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klk1b8	Klk1b8	Klk1b8	chr7:43950665-43954944	SQ	IV	NOTEST	0	0.0252336	inf	0	1	1	no
Klk4	Klk4	Klk4	chr7:43881159-43885804	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klk5	Klk5	Klk5	chr7:43842268-43851181	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klk6	Klk6	Klk6	chr7:43824543-43832027	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klk7	Klk7	Klk7	chr7:43811293-43816387	SQ	IV	NOTEST	0.104244	0.0973745	-0.0983432	0	1	1	no
Klk9	Klk9	Klk9	chr7:43791890-43796756	SQ	IV	NOTEST	0.106195	0.314853	1.56796	0	1	1	no
Klkb1	Klkb1	Klkb1	chr8:45266687-45294835	SQ	IV	NOTEST	0.00843403	0.0167845	0.99284	0	1	1	no
Klra1	Klra1	Klra1	chr6:129972081-130386874	SQ	IV	NOTEST	0	0.0331835	inf	0	1	1	no
Klra10	Klra10	Klra10	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra12	Klra12	Klra12	chr6:129972081-130386874	SQ	IV	NOTEST	4.12E-05	1.38E-06	-4.89749	0	1	1	no
Klra13-ps	Klra13-ps	Klra13-ps	chr6:129972081-130386874	SQ	IV	NOTEST	0.0203874	0.0275512	0.434437	0	1	1	no
Klra14-ps	Klra14-ps	Klra14-ps	chr6:129972081-130386874	SQ	IV	NOTEST	0	0.027426	inf	0	1	1	no
Klra15	Klra15	Klra15	chr6:129972081-130386874	SQ	IV	NOTEST	0	0.0185493	inf	0	1	1	no
Klra17	Klra17	Klra17	chr6:129831153-129876672	SQ	IV	NOTEST	0	0.0498777	inf	0	1	1	no
Klra18	Klra18	Klra18	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra19	Klra19	Klra19	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra2	Klra2	Klra2	chr6:131219234-131247362	SQ	IV	NOTEST	0.00702328	0.0204446	1.54151	0	1	1	no
Klra21	Klra21	Klra21	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra22	Klra22	Klra22	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra23	Klra23	Klra23	chr6:129972081-130386874	SQ	IV	NOTEST	0.0456037	0	NA	0	1	1	no
Klra3	Klra3	Klra3	chr6:129972081-130386874	SQ	IV	NOTEST	0.0343993	0.0331313	-0.0541843	0	1	1	no
Klra4	Klra4	Klra4	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra5	Klra5	Klra5	chr6:129898991-129913224	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra6	Klra6	Klra6	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klra7	Klra7	Klra7	chr6:129972081-130386874	SQ	IV	NOTEST	0.0712316	0	NA	0	1	1	no
Klra8	Klra8	Klra8	chr6:129972081-130386874	SQ	IV	NOTEST	0	0.0345887	inf	0	1	1	no
Klra9	Klra9	Klra9	chr6:129972081-130386874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klrb1	Klrb1	Klrb1	chr6:128706095-128723097	SQ	IV	NOTEST	0.0122953	0	NA	0	1	1	no
Klrb1-ps1	Klrb1-ps1	Klrb1-ps1	chr6:129116517-129129446	SQ	IV	NOTEST	0.0321605	0.0487351	0.599672	0	1	1	no
Klrb1a	Klrb1a	Klrb1a	chr6:128609226-128622934	SQ	IV	NOTEST	0.0600694	0.017346	-1.79203	0	1	1	no
Klrb1b	Klrb1b	Klrb1b	chr6:128813705-128826315	SQ	IV	NOTEST	0.0418533	0.0697496	0.736842	0	1	1	no
Klrg1	Klrg1	Klrg1	chr6:122270596-122282833	SQ	IV	NOTEST	0.420166	0.0713968	-2.55703	0	1	1	no
Klrg2	Klrg2	Klrg2	chr6:38626659-38637239	SQ	IV	NOTEST	0	0.055634	inf	0	1	1	no
Klrh1	Klrh1	Klrh1	chr6:129766567-129784270	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klri1	Klri1	Klri1	chr6:129697217-129717132	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klri2	Klri2	Klri2	chr6:129729040-129740484	SQ	IV	NOTEST	0.23647	0.0402658	-2.55403	0	1	1	no
Kncn	Kncn	Kncn	chr4:115884399-115887882	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kndc1	Kndc1	Kndc1	chr7:139894695-139941540	SQ	IV	NOTEST	0	0.0374249	inf	0	1	1	no
Kng1	Kng1	Kng1	chr16:23058299-23082078	SQ	IV	NOTEST	0	0.0533741	inf	0	1	1	no
Kng2	Kng2	Kng2	chr16:22985851-23029101	SQ	IV	NOTEST	0	0.0470616	inf	0	1	1	no
Kpna7	Kpna7	Kpna7	chr5:144983726-145009636	SQ	IV	NOTEST	0	0.0173127	inf	0	1	1	no
Kprp	Kprp	Kprp	chr3:92823073-92827247	SQ	IV	NOTEST	0	0.0657026	inf	0	1	1	no
Krt1	Krt1	Krt1	chr15:101845425-101850786	SQ	IV	NOTEST	0	0.0443268	inf	0	1	1	no
Krt12	Krt12	Krt12	chr11:99415663-99423098	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt13	Krt13	Krt13	chr11:100117327-100121566	SQ	IV	NOTEST	0	0.0663929	inf	0	1	1	no
Krt14	Krt14	Krt14	chr11:100203161-100207510	SQ	IV	NOTEST	0	0.118815	inf	0	1	1	no
Krt15	Krt15	Krt15	chr11:100131758-100135949	SQ	IV	NOTEST	0	0.032785	inf	0	1	1	no
Krt16	Krt16	Krt16	chr11:100246090-100248902	SQ	IV	NOTEST	0	0.159445	inf	0	1	1	no
Krt17	Krt17	Krt17	chr11:100256214-100261029	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt18	Krt18	Krt18	chr15:102028215-102032026	SQ	IV	NOTEST	0.212448	0.417866	0.975933	0	1	1	no
Krt19	Krt19	Krt19	chr11:100140810-100145926	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt2	Krt2	Krt2	chr15:101810688-101818169	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt20	Krt20	Krt20	chr11:99428385-99438153	SQ	IV	NOTEST	0	0.0375823	inf	0	1	1	no
Krt23	Krt23	Krt23	chr11:99477972-99493120	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt24	Krt24	Krt24	chr11:99279958-99285262	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt25	Krt25	Krt25	chr11:99315515-99322951	SQ	IV	NOTEST	0	0.0272008	inf	0	1	1	no
Krt26	Krt26	Krt26	chr11:99328483-99337965	SQ	IV	NOTEST	0	0.00675573	inf	0	1	1	no
Krt27	Krt27	Krt27	chr11:99345564-99351118	SQ	IV	NOTEST	0	0.356948	inf	0	1	1	no
Krt28	Krt28	Krt28	chr11:99365006-99374903	SQ	IV	NOTEST	0	0.0251844	inf	0	1	1	no
Krt31	Krt31	Krt31	chr11:100046645-100050551	SQ	IV	NOTEST	0	0.0358129	inf	0	1	1	no
Krt32	Krt32	Krt32	chr11:100080847-100088269	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt33a	Krt33a	Krt33a	chr11:100011198-100016212	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt33b	Krt33b	Krt33b	chr11:100023633-100029868	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt34	Krt34	Krt34	chr11:100037347-100041554	SQ	IV	NOTEST	0	0.0348508	inf	0	1	1	no
Krt35	Krt35	Krt35	chr11:100092191-100096224	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt36	Krt36	Krt36	chr11:100102012-100105626	SQ	IV	NOTEST	0	0.0339492	inf	0	1	1	no
Krt39	Krt39	Krt39	chr11:99512959-99521338	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt4	Krt4	Krt4	chr15:101918534-101924735	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt40	Krt40	Krt40	chr11:99536734-99543220	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt42	Krt42	Krt42	chr11:100262881-100269951	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt5	Krt5	Krt5	chr15:101707068-101712905	SQ	IV	NOTEST	0.00825569	0	NA	0	1	1	no
Krt6a	Krt6a	Krt6a	chr15:101689927-101694305	SQ	IV	NOTEST	0.0160855	0	NA	0	1	1	no
Krt6b	Krt6b	Krt6b	chr15:101676022-101680293	SQ	IV	NOTEST	0.118998	0	NA	0	1	1	no
Krt7	Krt7	Krt7	chr15:101412402-101427806	SQ	IV	NOTEST	0.0239016	0	NA	0	1	1	no
Krt71	Krt71	Krt71	chr15:101733948-101743097	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt72	Krt72	Krt72	chr15:101776171-101786520	SQ	IV	NOTEST	0.0160397	0	NA	0	1	1	no
Krt73	Krt73	Krt73	chr15:101793303-101802360	SQ	IV	NOTEST	0	0.00816617	inf	0	1	1	no
Krt74	Krt74	Krt74	chr15:101754258-101763504	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt75	Krt75	Krt75	chr15:101563342-101573904	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt76	Krt76	Krt76	chr15:101884350-101892920	SQ	IV	NOTEST	0	0.0239855	inf	0	1	1	no
Krt77	Krt77	Krt77	chr15:101858730-101869705	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt78	Krt78	Krt78	chr15:101946003-101954287	SQ	IV	NOTEST	0	0.0254168	inf	0	1	1	no
Krt79	Krt79	Krt79	chr15:101929331-101940324	SQ	IV	NOTEST	0	0.0350122	inf	0	1	1	no
Krt8	Krt8	Krt8	chr15:101996710-102004342	SQ	IV	NOTEST	0.0103171	0.042102	2.02886	0	1	1	no
Krt80	Krt80	Krt80	chr15:101348314-101370162	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt81	Krt81	Krt81	chr15:101431013-101491512	SQ	IV	NOTEST	0	0.00979053	inf	0	1	1	no
Krt82	Krt82	Krt82	chr15:101541220-101550659	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt83	Krt83	Krt83	chr15:101431013-101491512	SQ	IV	NOTEST	0	0.0853451	inf	0	1	1	no
Krt84	Krt84	Krt84	chr15:101525025-101532820	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt85	Krt85	Krt85	chr15:101431013-101491512	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt86	Krt86	Krt86	chr15:101431013-101491512	SQ	IV	NOTEST	0.0188138	0.00959695	-0.971143	0	1	1	no
Krt87	Krt87	Krt87	chr15:101431013-101491512	SQ	IV	NOTEST	0	0.0199551	inf	0	1	1	no
Krt88	Krt88	Krt88	chr15:101431013-101491512	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krt9	Krt9	Krt9	chr11:100186780-100193246	SQ	IV	NOTEST	0	0.0278977	inf	0	1	1	no
Krt90	Krt90	Krt90	chr15:101552355-101562950	SQ	IV	NOTEST	0.00709047	0.0213362	1.58935	0	1	1	no
Krtap1-3	Krtap1-3	Krtap1-3	chr11:99590460-99591377	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap1-4	Krtap1-4	Krtap1-4	chr11:99582548-99583677	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap1-5	Krtap1-5	Krtap1-5	chr11:99579976-99581016	SQ	IV	NOTEST	0	0.138649	inf	0	1	1	no
Krtap10-10	Krtap10-10	Krtap10-10	chr10:77686568-77886769	SQ	IV	NOTEST	0	0.0306024	inf	0	1	1	no
Krtap10-4	Krtap10-4	Krtap10-4	chr10:77686568-77886769	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap11-1	Krtap11-1	Krtap11-1	chr16:89570175-89571183	SQ	IV	NOTEST	0	0.0201163	inf	0	1	1	no
Krtap12-1	Krtap12-1	Krtap12-1	chr10:77686568-77886769	SQ	IV	NOTEST	0	0.141697	inf	0	1	1	no
Krtap13	Krtap13	Krtap13	chr16:88750743-88751628	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap13-1	Krtap13-1	Krtap13-1	chr16:88728861-88729611	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap14	Krtap14	Krtap14	chr16:88825290-88826145	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap15	Krtap15	Krtap15	chr16:88829008-88829844	SQ	IV	NOTEST	0	0.079915	inf	0	1	1	no
Krtap16-1	Krtap16-1	Krtap16-1	chr11:99984702-99986593	SQ	IV	NOTEST	0	0.0196425	inf	0	1	1	no
Krtap16-3	Krtap16-3	Krtap16-3	chr16:88962303-88962873	SQ	IV	NOTEST	0	0.315167	inf	0	1	1	no
Krtap17-1	Krtap17-1	Krtap17-1	chr11:99993231-99993994	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap19-1	Krtap19-1	Krtap19-1	chr16:88868917-88869410	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap19-2	Krtap19-2	Krtap19-2	chr16:88873664-88874269	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap19-3	Krtap19-3	Krtap19-3	chr16:88877512-88878038	SQ	IV	NOTEST	0	0.0501364	inf	0	1	1	no
Krtap19-4	Krtap19-4	Krtap19-4	chr16:88884785-88885089	SQ	IV	NOTEST	0	0.161502	inf	0	1	1	no
Krtap19-5	Krtap19-5	Krtap19-5	chr16:88895967-88896449	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap19-9b	Krtap19-9b	Krtap19-9b	chr16:88931803-88932264	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap2-4	Krtap2-4	Krtap2-4	chr11:99614016-99614846	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap20-2	Krtap20-2	Krtap20-2	chr16:89205860-89206394	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap21-1	Krtap21-1	Krtap21-1	chr16:89403026-89403774	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap22-2	Krtap22-2	Krtap22-2	chr16:89010379-89010759	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap24-1	Krtap24-1	Krtap24-1	chr16:88610708-88612279	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap26-1	Krtap26-1	Krtap26-1	chr16:88646823-88647796	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap27-1	Krtap27-1	Krtap27-1	chr16:88671045-88671724	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap28-13	Krtap28-13	Krtap28-13	chr1:83060929-83061921	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap3-1	Krtap3-1	Krtap3-1	chr11:99566026-99566630	SQ	IV	NOTEST	0	0.0824344	inf	0	1	1	no
Krtap3-2	Krtap3-2	Krtap3-2	chr11:99555822-99556853	SQ	IV	NOTEST	0	0.0786949	inf	0	1	1	no
Krtap3-3	Krtap3-3	Krtap3-3	chr11:99550131-99550863	SQ	IV	NOTEST	0	0.156315	inf	0	1	1	no
Krtap31-1	Krtap31-1	Krtap31-1	chr11:99907919-99908890	SQ	IV	NOTEST	0	0.18977	inf	0	1	1	no
Krtap31-2	Krtap31-2	Krtap31-2	chr11:99936290-99937225	SQ	IV	NOTEST	0	0.17698	inf	0	1	1	no
Krtap4-1	Krtap4-1	Krtap4-1	chr11:99627228-99628239	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap4-13	Krtap4-13	Krtap4-13	chr11:99798185-99809896	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap4-16	Krtap4-16	Krtap4-16	chr11:99850654-99851605	SQ	IV	NOTEST	0	0.0432986	inf	0	1	1	no
Krtap4-2	Krtap4-2	Krtap4-2	chr11:99634113-99635084	SQ	IV	NOTEST	0	0.0215865	inf	0	1	1	no
Krtap4-6	Krtap4-6	Krtap4-6	chr11:99665042-99665960	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap4-7	Krtap4-7	Krtap4-7	chr11:99643111-99644089	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap4-8	Krtap4-8	Krtap4-8	chr11:99780013-99780643	SQ	IV	NOTEST	0	0.0379248	inf	0	1	1	no
Krtap4-9	Krtap4-9	Krtap4-9	chr11:99785199-99786257	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap5-1	Krtap5-1	Krtap5-1	chr7:142296376-142297134	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap5-2	Krtap5-2	Krtap5-2	chr7:142174531-142176005	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap5-3	Krtap5-3	Krtap5-3	chr7:142201363-142203015	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap5-4	Krtap5-4	Krtap5-4	chr7:142303501-142304503	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap5-5	Krtap5-5	Krtap5-5	chr7:142228794-142229971	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap6-1	Krtap6-1	Krtap6-1	chr16:89031698-89032292	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap6-2	Krtap6-2	Krtap6-2	chr16:89419322-89420111	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap6-5	Krtap6-5	Krtap6-5	chr16:89047288-89047899	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap7-1	Krtap7-1	Krtap7-1	chr16:89507702-89508323	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap8-1	Krtap8-1	Krtap8-1	chr16:89487373-89487952	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap9-1	Krtap9-1	Krtap9-1	chr11:99873388-99874000	SQ	IV	NOTEST	0	0.082456	inf	0	1	1	no
Krtap9-3	Krtap9-3	Krtap9-3	chr11:99597347-99598106	SQ	IV	NOTEST	0	0	0	0	1	1	no
Krtap9-5	Krtap9-5	Krtap9-5	chr11:99948423-99949551	SQ	IV	NOTEST	0	0.245093	inf	0	1	1	no
Krtdap	Krtdap	Krtdap	chr7:30787904-30791089	SQ	IV	NOTEST	0	0	0	0	1	1	no
Ksr2	Ksr2	Ksr2	chr5:117414001-117767988	SQ	IV	NOTEST	0.00635254	0.00842245	0.406906	0	1	1	no
Ky	Ky	Ky	chr9:102506137-102546239	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kynu	Kynu	Kynu	chr2:43555324-43683048	SQ	IV	NOTEST	0.0194056	0.075845	1.96658	0	1	1	no
L1td1	L1td1	L1td1	chr4:98726753-98738486	SQ	IV	NOTEST	0.0103992	0.0119648	0.202325	0	1	1	no
L3hypdh	L3hypdh	L3hypdh	chr12:72073427-72085313	SQ	IV	NOTEST	0.141598	0	NA	0	1	1	no
L3mbtl1	L3mbtl1	L3mbtl1	chr2:162943464-162977127	SQ	IV	NOTEST	0	0.00645694	inf	0	1	1	no
L3mbtl4	L3mbtl4	L3mbtl4	chr17:68273796-68780086	SQ	IV	NOTEST	0	0.0378466	inf	0	1	1	no
LOC100041504	LOC100041504	LOC100041504	chr4_JH584293_random:59768-60899	SQ	IV	NOTEST	0	0.0592692	inf	0	1	1	no
LOC100043315	LOC100043315	LOC100043315	chr15:95097621-95149318	SQ	IV	NOTEST	0	0.0206456	inf	0	1	1	no
LOC100125594	LOC100125594	LOC100125594	chr2:151380649-151432449	SQ	IV	NOTEST	0	0.141275	inf	0	1	1	no
LOC100504039	LOC100504039	LOC100504039	chrX:53686490-53691332	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC100861615	LOC100861615	LOC100861615	chr14:6259746-6287250	SQ	IV	NOTEST	0.05481	0.146947	1.42279	0	1	1	no
LOC100861978	LOC100861978	LOC100861978	chr4_JH584294_random:1717-13572	SQ	IV	NOTEST	0.0319622	0	NA	0	1	1	no
LOC100862268	LOC100862268	LOC100862268	chr3:126921606-127499115	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC101055749	LOC101055749	LOC101055749	chrX:91155167-91155789	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC102631757	LOC102631757	LOC102631757	chr17:31152751-31165053	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC102631993	LOC102631993	LOC102631993	chr6:90550792-90599940	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC102632463	LOC102632463	LOC102632463	chr1:190118034-190217279	SQ	IV	NOTEST	0	0.0232539	inf	0	1	1	no
LOC102634389	LOC102634389	LOC102634389	chr15:95790842-95975472	SQ	IV	NOTEST	0.140137	0.0940092	-0.575965	0	1	1	no
LOC102637882	LOC102637882	LOC102637882	chrX:37940595-37945664	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC102638913	LOC102638913	LOC102638913	chr6:131486405-131491493	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC102640328	LOC102640328	LOC102640328	chrX:94608105-94609248	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC105243090	LOC105243090	LOC105243090	chr7:142211816-142213081	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC105245869	LOC105245869	LOC105245869	chr14:118233233-118261199	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC105246506	LOC105246506	LOC105246506	chr18:80186238-80200619	SQ	IV	NOTEST	0.309193	0.388818	0.330589	0	1	1	no
LOC106557447	LOC106557447	LOC106557447	chr4:88909853-88942042	SQ	IV	NOTEST	0.18037	0.375161	1.05655	0	1	1	no
LOC108167416	LOC108167416	LOC108167416	chr7:30240137-30290237	SQ	IV	NOTEST	0	0.0195711	inf	0	1	1	no
LOC108168459	LOC108168459	LOC108168459	chrX:35293211-35348739	SQ	IV	NOTEST	0.00677198	0.057248	3.07958	0	1	1	no
LOC108168565	LOC108168565	LOC108168565	chrY:66739786-66742170	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC108168570	LOC108168570	LOC108168570	chrY:72382444-72384781	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC108168574	LOC108168574	LOC108168574	chrY:77960875-77963229	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC108168609	LOC108168609	LOC108168609	chrY:79148788-79151161	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC108168625	LOC108168625	LOC108168625	chrY:73535407-73537718	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115486427	LOC115486427	LOC115486427	chr14:41962710-41967905	SQ	IV	NOTEST	0	0.0142776	inf	0	1	1	no
LOC115487084	LOC115487084	LOC115487084	chr1:30949870-30951335	SQ	IV	NOTEST	0	0.0264978	inf	0	1	1	no
LOC115489283	LOC115489283	LOC115489283	chrY:59830233-59832582	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489285	LOC115489285	LOC115489285	chrY:33105079-33107443	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489286	LOC115489286	LOC115489286	chrY:60681072-60683428	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489287	LOC115489287	LOC115489287	chrY:60681072-60683428	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489288	LOC115489288	LOC115489288	chrY:60681072-60683428	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489289	LOC115489289	LOC115489289	chrY:39988160-39990502	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489291	LOC115489291	LOC115489291	chrY:60681072-60683428	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489292	LOC115489292	LOC115489292	chrY:58368708-58371064	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489293	LOC115489293	LOC115489293	chrY:45385514-45387858	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489294	LOC115489294	LOC115489294	chrY:60681072-60683428	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489295	LOC115489295	LOC115489295	chrY:60681072-60683428	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489296	LOC115489296	LOC115489296	chrY:43514192-43516411	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489297	LOC115489297	LOC115489297	chrY:60681072-60683428	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489301	LOC115489301	LOC115489301	chrY:89328650-89330983	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489302	LOC115489302	LOC115489302	chrY:19514195-19516527	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC115489303	LOC115489303	LOC115489303	chrY:14801600-14803936	SQ	IV	NOTEST	0	0	0	0	1	1	no
LOC432842	LOC432842	LOC432842	chr14:38368950-39476255	SQ	IV	NOTEST	0	0.0368034	inf	0	1	1	no
LOC666331	LOC666331	LOC666331	chr11:101610699-101615956	SQ	IV	NOTEST	0	0	0	0	1	1	no
Lactbl1	Lactbl1	Lactbl1	chr4:136622620-136638110	SQ	IV	NOTEST	0.214509	0.356796	0.734061	0	1	1	no
Lalba	Lalba	Lalba	chr15:98480399-98482683	SQ	IV	NOTEST	0	0	0	0	1	1	no
Lama1	Lama1	Lama1	chr17:67697264-67822645	SQ	IV	NOTEST	0.00402702	0.00905085	1.16834	0	1	1	no
Lama2	Lama2	Lama2	chr10:26981284-27616942	SQ	IV	NOTEST	0.00262963	0.013733	2.38471	0	1	1	no
